file	project	class	lines	recoveredCounterpart
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5594QuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	25	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5594QuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5594ShipControlsEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	31	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5594ShipControlsEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5594WarbotEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	29	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5594WarbotEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5595QuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5595QuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5596QuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5596QuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5597ChuaExplosivesCreatureEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	12	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5597ChuaExplosivesCreatureEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5597ChuaExplosivesEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	12	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5597ChuaExplosivesEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5597ChuaExplosivesEntityScriptBase.cs	NexusUnleashed.Script.Main	C-LINEAGE	25	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5597ChuaExplosivesEntityScriptBase.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5597QuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5597QuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5604TacticalDemolitionsQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	46	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5604TacticalDemolitionsQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5610QuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	25	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q5610QuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q8855DominionSoldiersEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	30	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q8855DominionSoldiersEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q8855QuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	25	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.CrimsonIsle\Q8855QuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.EverstarGrove\EverstarGroveMapScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	28	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.EverstarGrove\EverstarGroveMapScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Galeras\GalerasMapScript.cs	NexusUnleashed.Script.Main	C-MODIFIED	109	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Galeras\GalerasMapScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Galeras\Q4694HoldTheLineStormwingStrikerEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	25	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Galeras\Q4694HoldTheLineStormwingStrikerEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Galeras\Q4696TempleRetreatEnemyEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	25	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Galeras\Q4696TempleRetreatEnemyEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.LevianBay\LevianBayMapScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	28	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.LevianBay\LevianBayMapScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\DominionGateEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	50	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\DominionGateEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\DominionUltrabotPublicEventScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	24	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\DominionUltrabotPublicEventScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsAvalancheEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	726	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsAvalancheEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsColdburrowSkeechHoldoutEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	15	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsColdburrowSkeechHoldoutEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsDominionHoldoutEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	15	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsDominionHoldoutEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsMapScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	441	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsMapScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsScientistPathMissionEntityScript.cs	NexusUnleashed.Script.Main	C-MODIFIED	39	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsScientistPathMissionEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsScientistSkeechPhysiologyEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	7	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsScientistSkeechPhysiologyEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsScientistTurningTheTideEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	7	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsScientistTurningTheTideEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsScientistVitaliumCrystalEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	7	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsScientistVitaliumCrystalEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsSoldierHoldoutEntityScript.cs	NexusUnleashed.Script.Main	C-MODIFIED	297	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsSoldierHoldoutEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsYetiHoldoutEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	40	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsYetiHoldoutEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsYetiHoldoutSpawnEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	18	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\NorthernWildsYetiHoldoutSpawnEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3479FromTheWreckageQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3479FromTheWreckageQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3480QuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3480QuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3486CrystalGuardianEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	23	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3486CrystalGuardianEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3486EmpoweredTowerQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	53	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3486EmpoweredTowerQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3486LoftiteCrystalCollector.cs	NexusUnleashed.Script.Main	C-LINEAGE	26	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3486LoftiteCrystalCollector.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3486LoftiteCrystalEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	51	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3486LoftiteCrystalEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3487DominionCannonEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	93	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3487DominionCannonEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3487ShellshockQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3487ShellshockQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3487UltrabotEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	22	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3487UltrabotEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3667ControlPanelEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	40	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3667ControlPanelEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3667TheTowerQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3667TheTowerQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3668QuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	26	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3668QuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3670QuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	26	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3670QuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3671QuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3671QuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3673ContactWithThaydQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	89	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3673ContactWithThaydQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3741ExileSupplyCrateCollectableEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	12	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3741ExileSupplyCrateCollectableEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3741ExileSupplyCrateEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	12	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3741ExileSupplyCrateEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3741ExileSupplyCrateEntityScriptBase.cs	NexusUnleashed.Script.Main	C-LINEAGE	25	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3741ExileSupplyCrateEntityScriptBase.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3741ScatteredSuppliesQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	12	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3741ScatteredSuppliesQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3777ByLeapsAndBoundsQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	12	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3777ByLeapsAndBoundsQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3777LoftiteCrystalCollectableEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	12	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3777LoftiteCrystalCollectableEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3777LoftiteCrystalEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	12	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3777LoftiteCrystalEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3777LoftiteCrystalEntityScriptBase.cs	NexusUnleashed.Script.Main	C-LINEAGE	32	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3777LoftiteCrystalEntityScriptBase.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3781CaptiveExileSoldierEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	24	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3781CaptiveExileSoldierEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3781CaptivesOfTheDominionQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	12	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3781CaptivesOfTheDominionQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3783OffWithHerHeadQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	12	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3783OffWithHerHeadQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3797SecuringTheAreaQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	26	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3797SecuringTheAreaQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3886FieryDistractionQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3886FieryDistractionQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3963MoreImportantThanRevengeQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	127	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q3963MoreImportantThanRevengeQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q4526SpatialAnomalyEntityScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	43	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q4526SpatialAnomalyEntityScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q4526SpatialAnomalyQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	12	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q4526SpatialAnomalyQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q4666TakeTheFightToThemQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q4666TakeTheFightToThemQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q4667BurnItDownQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q4667BurnItDownQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q4696LeavingTheTempleOfOsiricQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.NorthernWilds\Q4696LeavingTheTempleOfOsiricQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\DominionPathZoneMapScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	36	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\DominionPathZoneMapScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\ExilePathHubMapScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	36	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\ExilePathHubMapScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\ExilePathZoneMapScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	36	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\ExilePathZoneMapScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10544SoldierKillQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10544SoldierKillQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10545SoldierSpellQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10545SoldierSpellQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10546SoldierActivateQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	26	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10546SoldierActivateQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10547SettlerKillQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10547SettlerKillQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10548SettlerSpellQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10548SettlerSpellQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10549SettlerActivateQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	26	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10549SettlerActivateQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10550ExplorerKillQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10550ExplorerKillQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10551ExplorerSpellQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10551ExplorerSpellQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10552ExplorerCSIQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	26	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10552ExplorerCSIQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10553ScientistKillQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10553ScientistKillQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10554ScientistSpellQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10554ScientistSpellQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10555ScientistCSIQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	26	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10555ScientistCSIQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10556DomSoldierActivateQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10556DomSoldierActivateQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10557DomSoldierCSIQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	26	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10557DomSoldierCSIQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10558DomSettlerActivateQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	14	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10558DomSettlerActivateQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10559DomSettlerCSIQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	26	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Paths\Q10559DomSettlerCSIQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10518CombatQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	31	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10518CombatQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10519PreparingForDepartureQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	29	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10519PreparingForDepartureQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10520ShipInteriorQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	34	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10520ShipInteriorQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10522PreparingForDepartureQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	29	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10522PreparingForDepartureQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10523ShipInteriorQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	34	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10523ShipInteriorQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10524CombatQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	31	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10524CombatQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10525CryopodConversationsQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	27	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10525CryopodConversationsQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10526CryopodConversationsQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	27	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10526CryopodConversationsQuestScript.cs
NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10528EscapePodQuestScript.cs	NexusUnleashed.Script.Main	C-LINEAGE	64	NexusUnleashed.Script.Main\NexusUnleashed.Script.Main.Quests.Tutorial\Q10528EscapePodQuestScript.cs
